confusion_set	target	suggestion	rating	sentence
Than,Then,than,then	than	then	0	Evrything what we do now we do with : it help , looking after house , make very difficult operation , becose the computer can think much faster [MASK] human .  
Than,Then,than,then	then	than	0	When I wake up I take a shower using eletricity then I prepare my breakfast in the oven then I go to school by bus , when I arrive at home I put my lunch in the microwave [MASK] I watch t.v.
Than,Then,than,then	than	then	0	As for accomodation I would prefer log cabins , because I belive they are more comfortable [MASK] tents .  
Than,Then,than,then	than	then	0	It 's believed that English schools look different and have different rules [MASK] Polish schools but may be we might find sth incomon ? !  
Than,Then,than,then	than	then	0	Can i say more [MASK] two weeks if i like it ?  How much money i should take there ?  
Than,Then,than,then	than	then	0	If I had a choice , I would prefer to live in tent [MASK] in a log cabin .  
Than,Then,than,then	then	than	0	It was very hurt , my friend rushed to me [MASK] ran back to my house and called Mom .  
Their,There,They,their,there,they	there	their	0	so I had an argument with the people Who worked [MASK]
Their,There,They,their,there,they	there	their	0	Also after the show your restaurant was closed because [MASK] was n't enough staff .  
Their,There,They,their,there,they	They	There	1	[MASK] are the natural material on one side whereas on the other side the fashion industry produce more and more syntetical clothes , which relay on the production cost .  
Their,There,They,their,there,they	Their	There	0	[MASK] names were Ivan and Maria .  
Their,There,They,their,there,they	their	there	1	So I would travel on July because I 've got only [MASK] free time .  
Their,There,They,their,there,they	they	there	1	Thankyou for your time and attention  Another bad thing about this school was that [MASK] where different types of students that formed groups .  
Their,There,They,their,there,they	they	there	0	First of all , in the advertisement says that the starring were different actors , and [MASK] were n't different one , so that can not be .  
Their,There,They,their,there,they	there	they	1	As concerned the food , our mothers [MASK] will help about that .  
Their,There,They,their,there,they	their	they	0	Pat , to win her new classemates ' friendship tell all what she knew about her friends and owing to what Pat said , her friends broke [MASK] friendship with Pat because their popularity was damaged .  
Their,There,They,their,there,they	There	They	0	[MASK] were so many pieces that we had spent a whole day to prepare the scene .  
Their,There,They,their,there,they	they	there	0	But you need all the journalists to become famous so the only way is to accept that [MASK] are journalists and that they are just doing their job .  
Their,There,They,their,there,they	there	they	0	In spide that fact there are of course many families especialy in small towns which eat lunch all together and [MASK] they solve their problem all together .  
Their,There,They,their,there,they	there	their	0	To begin with on your advertisment you say that Danny Brooks will be starring the show but instead [MASK] was a different actor which made us very disappointed .  
Their,There,They,their,there,they	there	their	0	Another thing that is written on the advertisment is that the night show will start at 7:30 but instead of that [MASK] was forty five minute delay The crowded got really upset and we were going to leave with the first chanse we had  You can understand how that made me feel , and when the tickets had no discount  It was the worst night of my life .  
Their,There,They,their,there,they	there	they	0	The only reason is I would like to try and I think [MASK] are matching activities , when you climb up the mountain then you can take the photograph of the views .  
Their,There,They,their,there,they	there	their	0	In fact [MASK] would be only one possibility in July because I will end with my exams session at the end of this month and beginn a practical trainning the 1rst of August .  
Their,There,They,their,there,they	their	they	0	Children always ask for something and they want to have all [MASK] toys which they see and that 's not very enjoyable for the parents , because sometimes they spend more money , from the amount of money that they have planned .  
Their,There,They,their,there,they	there	they	1	I think that they have right because , [MASK] are also people like me or like you and they should have private life .  
Their,There,They,their,there,they	there	they	0	What is more [MASK] are the Leisure and sports wear , which we are keen on seeing it .  
Their,There,They,their,there,they	their	there	0	The lardge numbers of the journalists following them all the time , even in [MASK] private life .  
Their,There,They,their,there,they	they	their	0	You can put a few activities ( sports ) like basketball , football , tennis , but only those because [MASK] are very popular and people will have interest on them .  
Their,There,They,their,there,they	there	their	0	"Undoubtedly , [MASK] the first enemies are "" Journalists "" .  "
Their,There,They,their,there,they	there	they	0	Secondly , the time in your advertisement told that it should start 19:30 , but it did not start before 20.15  And then about the tickets , you wrotte that [MASK] were discounts available but they were not .  
Their,There,They,their,there,they	their	there	0	They will bounced on roads with [MASK] balloon clothes .  
Their,There,They,their,there,they	they	there	1	So , people wont have to clean their houses because [MASK] are machine for all works .  
Their,There,They,their,there,they	there	they	0	Well I tried to do so but the lady at the desk told me that [MASK] were quotas available at that price but were already sold out !  
Their,There,They,their,there,they	There	Their	0	[MASK] is two activities .  
Their,There,They,their,there,they	there	they	0	Then , [MASK] were not any discounts available for the tickets as it was written on the advertisement .  
Their,There,They,their,there,they	There	They	0	[MASK] are also the lessons which English and other foreigners are particularlly curious in .  
Their,There,They,their,there,they	there	they	1	I think the people who are enjoying shopping [MASK] are greede for materialistic things and they hav n't interests for spirit ( ? ) , intelect life .  
Their,There,They,their,there,they	they	there	1	Although [MASK] were finished two people , next was me , something was happened .  
Their,There,They,their,there,they	their	there	1	In our class , we do n't have problem with students who dislike to work , because we are all there for the same reasons and nobody wants to say [MASK] years and years .  
Their,There,They,their,there,they	Their	There	0	[MASK] problems were ; Firstly , the famous actors Danny Brook and Tina Truelove were n't there for your musical show , I was unhappy to constat that it was different actors this evening .  
Their,There,They,their,there,they	their	there	0	Some other work what I have done was to lead the people to [MASK] places .  
Their,There,They,their,there,they	they	there	1	Finally I 'd like to ask you some questions , [MASK] are mainly small details .  
Their,There,They,their,there,they	their	there	0	I 'm sure that if you listen to it you will start reading the book immediately , and find out [MASK] many challenges for your new carreer .  
Their,There,They,their,there,they	there	they	0	I do n't understand why [MASK] was a lot of people .  
Their,There,They,their,there,they	there	they	0	On the developpement , they also said that [MASK] will be a discount for students who are between eighteen and twenty-five years old but it was totally wrong because I paid the full price which was £ 20 .  
Their,There,They,their,there,they	there	they	1	Those things can and do make our lifes easier and more comfortable , but the call us away from our friends , our families and more over [MASK] lead us to madness and cut any relantionship with everything that suround us and keep us in life .  
Their,There,They,their,there,they	their	they	0	People have always looked for the most comfortable clothes for [MASK] daily life .  
Them,Theme,them,theme	them	theme	0	Some of them are big and some of [MASK] are small , but they effect our lives in the same way .  
Things,things,thinks	things	thinks	0	But you can be carefull when you speak with him or her that will stolen your [MASK] .  
Things,things,thinks	things	thinks	0	I am replying to your letter for the first prize of the competition , that I won and there are a number of [MASK] I would like to make clear .  
Things,things,thinks	things	thinks	0	That kind of [MASK] should be filmed somehow .  
Things,things,thinks	things	thinks	0	On the other hand I think that geography is important as well because we must all know WHERE we live , what are the problems that we have in this world , what problem does every different country have and where does the petroleum come from and what are the advantages and disadvantages for it and the gold as well , there are loads of [MASK] about geography that we MUST KNOW .  
Things,things,thinks	things	thinks	0	A lot of [MASK] will be easier to do .  
Things,things,thinks	things	thinks	0	But modern technology do a lot of bad [MASK] .  
Things,things,thinks	things	thinks	0	I 've done so many [MASK] and between them I went to Glastonbery ( as you know ) !  
Things,things,thinks	things	thinks	0	Many [MASK] have changed within the last 100 years .  
To,Too,Two,to,too,two	too	to	1	And at the end , my opinion is that one weekend ticket for all events is a great idea , because you do n't have to stay in queues to buy a ticket for a show , you want to go [MASK] .  
To,Too,Two,to,too,two	too	to	0	But all they have done is told me that I am [MASK] young for it
To,Too,Two,to,too,two	to	two	1	Furthermore , you asked me to choise [MASK] activities I would like to do .  
To,Too,Two,to,too,two	too	to	0	After the show I wanted to drink somthing in your theatre restaurant but when I arrived it was closed because the show started [MASK] late !  
To,Too,Two,to,too,two	too	two	0	Furthermore , and for sure it is not your fault , some of the halls for the concerts were too small and that prevented me from enjoying some of the concerts because of the noise but also prevented many people from entering the hall that was often [MASK] crowded .  
To,Too,Two,to,too,two	too	to	0	I wase n't expecting this prize because was [MASK] good to be true .  
To,Too,Two,to,too,two	too	to	0	In conclusion I think that people who are [MASK] much interested in other people life have not an interesting life and are unhappy !  
To,Too,Two,to,too,two	too	two	1	It 's difficult just to try [MASK] but if I have the chance I would like to practice sailing and photography .  
To,Too,Two,to,too,two	too	to	0	By the way , the musical show started at 20:15 , when it had to start at 19:30 : it was n't in late , it was [MASK] much in late .  
To,Too,Two,to,too,two	two	to	0	Answering another of your questions , I am more likely to stay in a log cabin considering that I will be [MASK] weeks in the camp .  
To,Too,Two,to,too,two	too	to	0	First of all , the advertisement I got layed emphasis on Danny Brook 's starring , but eventually , a disappoint unknown actor played his part , and I wonder whether he had real skills [MASK] .  
To,Too,Two,to,too,two	too	to	0	Because every one have different thinking like beverley center if you there every day or every week for a shopping you well get very boring because some time is [MASK] much people every where like in the resturant and shops .  
To,Too,Two,to,too,two	too	to	0	Things and technology changes every day our life , our jobs , our way of face the world , this is what differences both centuries , our grandparents ' changes lasted [MASK] long to change human life .  
To,Too,Two,to,too,two	too	to	0	Forthly that product is too expensive for you and the last problem is you buy [MASK] much things
To,Too,Two,to,too,two	two	to	0	I have [MASK] questions .  
To,Too,Two,to,too,two	to	too	1	For example , put the music [MASK] hight when my syster is working .  
To,Too,Two,to,too,two	too	to	0	Despite I like to go to nice clothes shops I usually return home with nothing in my hands , as prices are usually [MASK] high , unfortunately not affordable for me .  
To,Too,Two,to,too,two	too	to	0	Now , when I consider about the events it 's clear for me that if I got a few minutes later probably would be [MASK] late .  
To,Too,Two,to,too,two	too	to	0	The jazz , rock and classical concerts were really entertaining except that there were some concert halls [MASK] small for the audience : I 'm sure that you can find bigger halls for next year .  
To,Too,Two,to,too,two	too	to	0	but sometimes it 's going a bit [MASK] far .  
To,Too,Two,to,too,two	too	to	0	Eventually I like shopping [MASK] and I beleive every body like shopping , but before you buy something think before you will not have any problems after that and the most important thing is make sure you have enough meney for survive .  
To,Too,Two,to,too,two	too	to	0	And it was [MASK] slow .  
To,Too,Two,to,too,two	to	too	0	and then we want [MASK] know about Fashion and Leisure in your information For Students Free.
To,Too,Two,to,too,two	two	too	0	If not , you can go the Saturdays but badly , there are [MASK] costumers .  
To,Too,Two,to,too,two	too	to	0	The only problem was that the girl was [MASK] shy to speak to him , she wanted to keep her name in secret , and if Pat tells someone something about the letter , she wo n't say who is .  
To,Too,Two,to,too,two	two	to	1	I am hearing [MASK] looking fermards from you .  
To,Too,Two,to,too,two	too	to	0	"My advise for you is : "" Do not put [MASK] much subjects , just put a few subject and make them look interesting ""  My name is German Schmidt"
To,Too,Two,to,too,two	too	to	0	During the concert , all the fans try to get closer to the singers , jumping , shouting and so on and some of them faint when they get [MASK] excited .  
To,Too,Two,to,too,two	two	to	1	While we were installing the sound system we listened irish music and suddenly we saw [MASK] U2 , which is my favourite group , going inside the stadium and they played music for us .  
To,Too,Two,to,too,two	too	to	0	Despite saying it will start at 19:30 , it done at 20:15 which I think is [MASK] much late for a good theatre like yours .  
To,Too,Two,to,too,two	two	too	1	It was pitty that [MASK] small halls were used for classical concerts .  
To,Too,Two,to,too,two	too	to	0	And you have to wait after to buy it , so finally you waited so long that you are getting late , so you get stressed [MASK] .  
To,Too,Two,to,too,two	too	to	0	People have seen in the last 10 years how diferent our clothes had become [MASK] .  
To,Too,Two,to,too,two	too	to	0	I 'm pleased [MASK] that I 've won the first prize at camp california in the U.S.A during two weeks .  
To,Too,Two,to,too,two	too	to	0	The concerts and the dance show were incredable , except for the classical concert that halled [MASK] small .  
To,Too,Two,to,too,two	two	to	1	I suggest you [MASK] try this kind of experience .  
To,Too,Two,to,too,two	too	to	0	That is a sport that I always want to practise but in France it is [MASK] expansive .  
To,Too,Two,to,too,two	too	to	0	In conclusion I would like to say that modern technology is offering to the humanity [MASK] many things , some of them are good and some others are not so good .  
To,Too,Two,to,too,two	two	too	0	Comparing these [MASK] realities the reader can notice that modern technology changed very much our daily life .  
To,Too,Two,to,too,two	to	two	1	About the different activities we like them all , but If I choose [MASK] I take sailing and tennis .  
To,Too,Two,to,too,two	to	too	0	You can give the possibility to the students [MASK] choose between go shopping or go to the show .  
To,Too,Two,to,too,two	two	to	0	I have gone out to the street and I have asked [MASK] people for this question .  
To,Too,Two,to,too,two	to	too	0	As I was spending a week-end in London I took a chance [MASK] see the performance of one of my favourite actors , Danny Brook .  
Weather,Whether,weather,whether	weather	whether	0	I 'm not scared of darkness , rain , cold or hot [MASK] .  
Weather,Whether,weather,whether	whether	weather	0	There are a lot of arguments about the [MASK] this influence is negative or positive .  
Weather,Whether,weather,whether	whether	weather	0	One thing you have not told me is [MASK] I have to pay all things by my own in California or not .  
Weather,Whether,weather,whether	weather	whether	0	We usually went to the beach to have a bath and to enjoy the fantastic [MASK] in that part of Spain during the summer .  
Week,weak,week	week	weak	0	I like to apologise with you , because I did n't wrote to you recently , but I like to tell you what hapend to me in the last [MASK] I had the opportunity to help in one of the most pop concert in my city , so imagen , I fell really really good and exating for that I do n't have words for describe
Week,weak,week	week	weak	0	Sorry for not writing you before , but I have been so busy , because last [MASK] I went to a pop concert to help the singers .  
Week,weak,week	week	weak	0	"Dear Sir or Mam ,  Last [MASK] , I went to London to see the musical "" Over the Rainbow "" .  "
Were,Where,were,where	where	were	0	but there 's one main rule I must tell them [MASK] I go
Were,Where,were,where	were	where	0	Hope you enjoy my experiences  I had everythig planned , I and my family [MASK] coming to whatch your show and then have a decent meal at your theatre restaurant but it was disasterous .  
Were,Where,were,where	were	where	0	That was a dissapointment for my whole family , infact all the viewers [MASK] very dissappointed .  
Were,Where,were,where	were	where	0	Thankyou for your time and attention  Another bad thing about this school was that there [MASK] different types of students that formed groups .  
Were,Where,were,where	were	where	0	Some [MASK] just friend groups but others took it seriously , maby just a bit too seriously , they gave themselves names and acted as gangs rather than just groups of friends , and started picking on younger people , or mempers of other gang , trying to start fights with them .  
Were,Where,were,where	were	where	0	The time had come the who groups had comdined their forces and [MASK] ready to strike .  
Were,Where,were,where	were	where	0	Lots of People wher injured and even more [MASK] suspended the next day at school , when the Headmaster found out what had happened .  
Were,Where,were,where	where	were	0	Hope to hear from you :  Science and Technology is a theme very discussed nowdays , most of the comunity of our city , and of the world , [MASK] technology has arrived , confirms that it has in some way improved their way of life .  
Were,Where,were,where	where	were	0	Now we are in a 20th centure [MASK] people went to the moun and discavered madesons aboute siriale illneses , In that year I live too .  
Were,Where,were,where	were	where	0	Furthermore , I had to make announcements at the loudspeaker for the children who [MASK] lost .  
Were,Where,were,where	where	were	0	I thought you were a good theatre , [MASK] people can go and have a good evening alone or with somebody else , but realy I am very disappointed and I want to ask for my money back .  
Were,Where,were,where	were	where	0	Beside this , we [MASK] invited to visit the theatre restaurant after the show , but it was closed because it was being redecorated .  
Were,Where,were,where	where	were	0	You can comunicate with people from place [MASK] you never can imagine to have a trip because it will be too expensive .  
Were,Where,were,where	where	were	0	After they caught me I think they brought me to the Area 57 , [MASK] the police do experiments .  
Were,Where,were,where	were	where	0	Firstly I found amazing the number of starts and artist who came to the festival although they [MASK] from only six countries around the world .  
Were,Where,were,where	where	were	0	I can go out at night once a week if I tell them [MASK] I 'm going to be .  
Were,Where,were,where	were	where	0	Among all these the theatre restaurant was closed , because the shef and the waiters [MASK] on holiday .  
Which,Witch,which,witch	which	witch	0	With a friend we had seen your advertisement for the show , [MASK] was very attractive .  
Which,Witch,which,witch	which	witch	0	At the began of my work in a Insurance Company , I had only a old writting machine , [MASK] makes a lot of noise and was very difficult to write with it because the switch were hard for my small fingers .  
Which,Witch,which,witch	which	witch	0	Now I have a new computer , [MASK] is very easy to use , and confortable for my fingers also more farrster .  
Which,Witch,which,witch	which	witch	0	When the show started Danny Brook was not acting , [MASK] was a great dissapointment for us both .  
Word,World,word,world	world	word	0	First the conquist of the space , then the computers , and now the new biotecnologies have changed , and are changing , the face of the [MASK] .  
Word,World,word,world	world	word	0	I 'm sure that the people that had decided to meet this [MASK] they did not realised that there is a price to pay .  
Word,World,word,world	word	world	0	"What does means the [MASK] "" shopping "" ?  I live and I need different goods for survive .  "
Word,World,word,world	world	word	0	It should be done show so people can see how people in every corner of the [MASK] make theyr own fun .  
Word,World,word,world	world	word	0	Anyway I am hard working for the [MASK] cup at sailing .  
You,Your,you,your	your	you	0	My name is Furilo J.M. and last month I spent a few days in London , I visited [MASK] theatre .  
You,Your,you,your	your	you	0	I have just received a letter from you where you say I won the first prize in [MASK] competition .  
You,Your,you,your	your	you	0	Finally , after an hour , when my term came to buy the entrance ticket , [MASK] staff said I could n't have a discount
You,Your,you,your	you	your	1	Becouse the show was very long , we were getting hungry but of course [MASK] 's theatre restaurants was closed because of holiday .  
You,Your,you,your	your	you	0	Waiting for [MASK] replay .  
You,Your,you,your	you	your	0	We have been very excited about this and coincidentely we have found another option to add in our programme , certainly if [MASK] agree with .  
You,Your,you,your	your	you	0	Thank you very much for [MASK] time .  
You,Your,you,your	your	you	0	Thanks for [MASK] letter .  
You,Your,you,your	you	your	0	I really appreciate [MASK] choosing me .  
You,Your,you,your	your	you	0	Acording to the choice whether I prefer tends or log cabins , I think I will turn to the first one because I have always loved camping the nearest to nature , if it 's possible in front of a lake or a river , if [MASK] camping has one , so that I will be able to practise my favorite and skillful hobby : sailing .  
You,Your,you,your	you	your	0	Especially , queue up for twenty minutes for just paying the money or waiting for the salesgirl getting [MASK] the right size of clothes .  
You,Your,you,your	your	you	0	At first , [MASK] advertisement said there were Danny Brook and Tina Truelove , but it had different actor disappointely .  
You,Your,you,your	you	your	0	"I am writing to [MASK] to complain about the musical show called "" Over the rainbow ""  Secondly , the show had to begin at 19.30 pm , in fact he began at 20.15 pm and that without any explainations !  "
You,Your,you,your	your	you	0	During our stay we saw a bright advertisement of your theatre and decided to see this newest and best musical show ( as it was said in [MASK] advertisement ) .  
You,Your,you,your	Your	you	0	Some words about tickets : [MASK] ad noticed that discounts were available so we did n't have money with us .  
You,Your,you,your	your	you	0	I am writing this as a reply for [MASK] request to provide you with some information about my preferencies .  
You,Your,you,your	your	you	0	Another thing is that they pay you for [MASK] job and it is a good money .  
You,Your,you,your	you	your	0	I 'm writing you because I had been asked to make a little suggestion about the programme [MASK] have organised to our English class travel .  
You,Your,you,your	your	you	0	"First of all , I appreciate [MASK] well-organised programme , especially , "" River Trip to Greenwich "" which we requested .  "
You,Your,you,your	your	you	0	I am very happy to know that I have won the first prize in [MASK] competition .  
You,Your,you,your	your	you	0	I look forward to receiving [MASK] reply .  
You,Your,you,your	your	you	0	Going to the shopping centre with [MASK] family can be a good experience .  
You,Your,you,your	you	your	0	At the end I realized that all [MASK] need is co-operation and do n't think selfishly .  
You,Your,you,your	your	you	0	If this was n't enough [MASK] strength and mental health can be completely destroyed when despite having been stolen , having spent hours walking around and being tired and hungry you finally buy something you really liked with your credit card and after having walked a few blocks you see the same item at half price in another shop .  
You,Your,you,your	you	your	0	If you do n't have the majority [MASK] are n't allowed to drink or smoke , or even worth to go in a bar .  
You,Your,you,your	your	you	0	Secondly , [MASK] advertisement stated that the second show should start at 19:30 .  
You,Your,you,your	Your	You	0	[MASK] restaurant was closed because your cooker was ill .  
You,Your,you,your	your	you	0	Thirdly if you 're fat you wo n't find [MASK] size .  
You,Your,you,your	you	your	0	How are you ?  I 've well received your last letter and want to thank [MASK] for the pictures you 've joined with .  
You,Your,you,your	You	Your	0	[MASK] state in your advertisment that he would come on stage , but instead of him someone else turned up .  
You,Your,you,your	you	your	0	"I am writing in order to tell [MASK] some things that happened to me at the theatre , at that moment I felt astonish thinking about : "" How an important theatre have problems like this ."
You,Your,you,your	you	your	0	I am writting to you to give [MASK] my opinion about your festival .  
You,Your,you,your	your	you	0	Finally , I hope that you understand my personal opinion about the programme , I will understand accept [MASK] personal opinion as well .  
You,Your,you,your	your	you	0	As well as that , I expect [MASK] plays and films are performed more .  
You,Your,you,your	your	you	0	Finally , I wanted to visit [MASK] theatre restaurant after the show but it was already closed .  
You,Your,you,your	your	you	0	and they are only spent on material things , you would put [MASK] money in the bank because you do n't need it now , but tomorrow you do n't know .  
You,Your,you,your	you	your	1	I do n't expected that I can win in [MASK] 's competition .  
You,Your,you,your	your	you	0	You mentioned the chance to choose two activities from [MASK] list .  
You,Your,you,your	You	Your	0	[MASK] know , this age is the trouble age , boys have too much energy and girls want to fall in love with someone .  
You,Your,you,your	you	your	0	How are you ?  I am sorry that I did n't write any letter to [MASK] during last month .  
You,Your,you,your	your	you	0	so I recommend you to change the actor because he will make an audience who visit [MASK] theatre disappoint .  
You,Your,you,your	You	your	0	[MASK] do n't tell any detile about how must coses For ticket for go in siend .  
You,Your,you,your	your	you	0	and we 're very exsciting about [MASK] programme.
You,Your,you,your	your	you	0	I am very please to receive [MASK] letter , and read all the question you ask me , now , I answer the question .  
You,Your,you,your	your	you	0	"I 'm writing to complain about what it happened me two days ago , during [MASK] musical show "" OVER THE RAINBOW "" .  "
You,Your,you,your	you	your	0	Those devices made our life easier like old fridges had to be defreezed to melt out and new fridges use different kind of cooling and will tell you if [MASK] forgot to close the door !  
You,Your,you,your	you	your	0	We are really appriciate about giving very nice program , which is organised by [MASK] this time .  
You,Your,you,your	your	you	0	I felt very upset about [MASK] advertisement was totaly different between the musical show .  
You,Your,you,your	your	You	0	"How dared you could show "" [MASK] perfect evening out "" in you advertisement .  "
You,Your,you,your	your	you	0	"How dared you could show "" You perfect evening out "" in [MASK] advertisement .  "
You,Your,you,your	your	you	0	Thank for [MASK] patience .  
You,Your,you,your	your	you	0	Thanks for [MASK] letter .  
You,Your,you,your	your	you	0	Thanks in advance for [MASK] advice .  
You,Your,you,your	you	your	0	Without the development of modern technology , it may take [MASK] several years to reach the destination .  
You,Your,you,your	your	you	0	I hope I 've answered all [MASK] questions and I would be please if mine could also be answered .  
You,Your,you,your	your	you	0	I am looking for [MASK] reply .  
You,Your,you,your	your	you	0	At the end of the month when your husband will receive the bill from [MASK] visa card he will have an heart-attack !  
You,Your,you,your	your	you	0	Answering to [MASK] question I wo n't change nothing because I think that these are the minimum rules that a theenager have to have to be responsable in a future .  
You,Your,you,your	your	you	0	For example , you can dance folk be Hamlet in the street , or even sing with some of your friends a nice song from [MASK] country .  
You,Your,you,your	your	you	0	I would like to answer to [MASK] question , please notice that I can travel only in July because only then I can take holidays from my work , after the busy time of month May and June .  
You,Your,you,your	your	you	0	I thin that it is very dangerous because the famous peple cannot have [MASK] private life and on the other hand they may suffer from deppresion and sadness which may be lead them to suicide .  
You,Your,you,your	your	you	1	You should be pride of [MASK] helping people who suffers , and at the same time you may enjoy yourself !  
You,Your,you,your	you	your	0	I will be very thankfull if [MASK] could return me half or some of my money , or even to make the corresponding discount .  
You,Your,you,your	your	you	0	I 'm looking forward to receiving [MASK] reply as soon as possibly .  
You,Your,you,your	your	you	1	In conclusion , besides all mentioned , I highly recommond [MASK] video students ' daily life and interview them .  
You,Your,you,your	you	your	0	I would like to asking some information about that what kind of clothes I have to wearing and how many [MASK] are charge .  
You,Your,you,your	you	your	0	so we ca n't find what we are looking for with calm because everybody is pushing you to the other place that you want to go  First of all I would like to say thanks for your letter and [MASK] care about your customers .  
You,Your,you,your	your	you	1	You 've just finished your long hours at work , [MASK] tide , you had row with your boss but you are still going to do shopping .  
You,Your,you,your	your	you	1	I am writing to [MASK] inconnection with your programme of spending three days in London .  
You,Your,you,your	your	you	0	You should spend more money on buying clothes and food , you will very happy when you buy it , but , when you come back home take out [MASK] purse , you must be feel sad , you purse nearly empty , ( when you do n't have enough money . )  
You,Your,you,your	your	you	0	You should spend more money on buying clothes and food , you will very happy when you buy it , but , when you come back home take out you purse , you must be feel sad , [MASK] purse nearly empty , ( when you do n't have enough money . )  
You,Your,you,your	your	you	0	a lot of thief there , they will steal [MASK] money , that 's so dangerous .  
You,Your,you,your	you	your	0	I am writing to [MASK] about the trip in London .  
You,Your,you,your	your	you	0	According to me , you ca n't deserve to have a private life when you 're famous because when to start [MASK] career you know that medias will be hunting you everywhere and more famous you get worst it is going to be because that the life style people wants to know everything , for instance , about their favourite actor or about their president..
You,Your,you,your	your	you	0	I was pleased to recieve [MASK] letter ricently .  
You,Your,you,your	your	you	0	However , shopping is nice to spend [MASK] leisure time and give yourself to relax sometimes , but suggest that never in the weekend .  
You,Your,you,your	you	your	1	I 've attened [MASK] shown on one of the evening , during my stay in London .  
You,Your,you,your	your	you	0	It would provide you with a new type of material to cover [MASK] body and you can chosse what you want to wear by pressing bottons .  
You,Your,you,your	your	you	0	and while I was spending some days in London I could see [MASK] advertisement so I decided to go to see it .  
You,Your,you,your	you	your	0	I hope [MASK] answer soon .  
